Title,Year,Rated,Released,Season,Episode,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,seriesID,Type,Response
Sicko,2019,TV-14,16 May 2019,6,17,21 min,"Comedy, Crime",Matthew Nodella,"Dan Goor, Michael Schur, Van Robichaux","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake and Charles investigate a dangerous serial killer. Holt continues to spar with his rival, Commissioner Kelly. Terry tries to find a way to stay at the Nine-Nine.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjdlYTA3MDYtMGQ2Ny00YzQ4LWIxMmQtYTJjYTM5ZmVmMjllXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,2721,tt9093036,tt2467372,episode,True
Suicide Squad,2019,TV-14,16 May 2019,6,18,21 min,"Comedy, Crime",Dan Goor,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews","Desperate circumstances call for desperate measures, as Jake, Holt, Amy, Terry, Rosa and Charles must ally themselves with old enemies.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmNjMGJiZDItYzFhMi00NDMyLWIyYjgtYTY3ZGUxMDExZWM4XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,3573,tt9093042,tt2467372,episode,True
Manhunter,2020,TV-14,06 Feb 2020,7,1,21 min,"Comedy, Crime",N/A,N/A,N/A,Jake leads a manhunt after an assassination attempt on a city councilor; Holt adjusts to his new position as a uniformed officer.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWY1ZGQwM2QtMTQzNi00MDgyLTk2M2QtZDQ5ZDE5ODBkYzliXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,3226,tt9856410,tt2467372,episode,True
Captain Kim,2020,TV-14,06 Feb 2020,7,2,21 min,"Comedy, Crime",Luke Del Tredici,"Dan Goor, Michael Schur, Carol Kolb","Andy Samberg, Stephanie Beatriz, Terry Crews",The new captain of the Nine-Nine invites the squad over to her house for a dinner party.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTIyNWQ0YWEtMTczZS00Njg0LTk1NTMtYzQzZTA2YjM0NTRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,2889,tt10322282,tt2467372,episode,True
Pimemento,2020,TV-14,13 Feb 2020,7,3,21 min,"Comedy, Crime",Michael McDonald,"Dan Goor, Michael Schur, Justin Noble","Andy Samberg, Stephanie Beatriz, Terry Crews",Adrian Pimento shows up unexpectedly to seek Jake and Charles' help after claiming someone is trying to kill him; the rest of the squad endures a workplace conflict seminar.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjMwNjFkMmUtZTA3Mi00MmJmLTk5ZDctOTY2ZTEyZjkxZmIyXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,2873,tt10322284,tt2467372,episode,True
The Jimmy Jab Games II,2020,TV-14,20 Feb 2020,7,4,21 min,"Comedy, Crime",Neil Campbell,"Dan Goor, Michael Schur, Vanessa Ramos","Andy Samberg, Stephanie Beatriz, Terry Crews",Competitive juices are flowing as Jake and the squad compete in the second Jimmy Jab Games.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWY2NmUxNjMtMDc2YS00NjIwLThjZjYtYWUxZTE3ZTkzNGMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2743,tt10322290,tt2467372,episode,True
Debbie,2020,TV-14,27 Feb 2020,7,5,21 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Michael Schur, Marcy Jarreau","Andy Samberg, Stephanie Beatriz, Terry Crews","When cocaine and weapons are stolen from the evidence lock-up, the squad must investigate the Nine-Nine itself.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDg5OTZhNjMtMDNjMi00OWQwLTk4ZWMtNjAxY2NkZTgxNWE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,2928,tt10322286,tt2467372,episode,True
Trying,2020,TV-14,05 Mar 2020,7,6,21 min,"Comedy, Crime",Kim O. Nguyen,"Evan Susser, Van Robichaux, Dewayne Perkins","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Amy work an uncrackable case while Holt adjusts to a new beat. Hitchcock looks for the love of his life.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTVmYzdjNzQtZDgxOS00YjRmLWIxNGYtNTZjYThiZWU2NjJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,3007,tt10322288,tt2467372,episode,True
Ding Dong,2020,TV-14,12 Mar 2020,7,7,21 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Michael Schur, Jess Dweck","Andy Samberg, Stephanie Beatriz, Terry Crews",Capt. Holt deals with a personal loss; Jake must decide whether to take Terry or Charles to an exclusive event.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmYxOTYxZjgtNDZmMC00ODk0LTlhZjctNzJmNDM3Nzk1Y2Q1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,3080,tt10322292,tt2467372,episode,True
The Takeback,2020,TV-14,19 Mar 2020,7,8,21 min,"Comedy, Crime",Michael McDonald,"Dan Goor, Michael Schur, Dewayne Perkins","Andy Samberg, Stephanie Beatriz, Terry Crews","Doug Judy is back, and this time, things between him and Jake are personal; Amy and Charles try to find the perfect new vending machine for the Nine-Nine.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzVlMGQwMmYtYjhiNy00N2UzLWIzNTAtMDlmYWJmZjYxNTczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,2879,tt10322294,tt2467372,episode,True
Dillman,2020,TV-14,26 Mar 2020,7,9,21 min,"Comedy, Crime",Kyra Sedgwick,"Dan Goor, Michael Schur, Paul Welsh","Andy Samberg, Stephanie Beatriz, Terry Crews","When a prank goes disastrously awry, things at the Nine-Nine take a distinctly Agatha Christie turn.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjI4YmY3YjMtZmQ4OS00YzUzLThiNTgtOGY1ODllYjg1YjQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,2882,tt10322296,tt2467372,episode,True
Admiral Peralta,2020,TV-14,02 Apr 2020,7,10,21 min,"Comedy, Crime",Linda Mendoza,"Dan Goor, Michael Schur, Neil Campbell","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and his father deal with unsettled family business; Amy and Rosa work a high-profile case; Terry wants to join the NYPD band.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhjYTVhZTQtNmRjOS00OWVmLWI5OTktZGMxYTJmMWEwYTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2572,tt10322298,tt2467372,episode,True
Valloweaster,2020,TV-14,09 Apr 2020,7,11,19 min,"Comedy, Crime",Matthew Nodella,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad competes in an effort to determine who is the greatest human/genius.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmYwMTY5MTgtYjhkMC00NDhmLWJiOWMtOGY4YTg5YTJlZTQxXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,2775,tt10322302,tt2467372,episode,True
Ransom,2020,TV-14,16 Apr 2020,7,12,21 min,"Comedy, Crime",Rebecca Asher,"Dan Goor, Michael Schur, Nick Perdue","Andy Samberg, Stephanie Beatriz, Terry Crews",Holt asks for Jake's help in a case that is exceptionally meaningful to him. Charles and Terry work together on a side business.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2YzZTY0YjUtYWI5OS00NTEyLWIwOTItZWQ5ODlmM2Q0MjliXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,2943,tt10322304,tt2467372,episode,True
Lights Out,2020,TV-14,23 Apr 2020,7,13,21 min,"Comedy, Crime",Dan Goor,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",The entire squad is on high alert when a massive blackout hits Brooklyn.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTBlYjUxMjAtYzcwMy00NzQ5LWE1Y2MtN2FjNjc3YTJmOGIyXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,3754,tt10322300,tt2467372,episode,True
The Good Ones,2021,TV-14,12 Aug 2021,8,1,21 min,"Comedy, Crime",Cortney Carrillo,"Dan Goor, Michael Schur, David Phillips","Andy Samberg, Stephanie Beatriz, Terry Crews",Amy returns from maternity leave; Jake and Rosa work a difficult case.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmE4YjA3NDEtYWVmMi00YWY3LTlhNGYtOTc1Mjc3OGQyMTgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,8876,tt11291232,tt2467372,episode,True
The Lake House,2021,TV-14,12 Aug 2021,8,2,21 min,"Comedy, Crime",Kevin Bray,"Dan Goor, Michael Schur, Neil Campbell","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad takes Capt. Holt up on an offer for a weekend getaway.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGUzZWQ0ZmEtYmY0MC00NTU1LTliYjEtYjY3OWRmNzQ5YmIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,3541,tt12833028,tt2467372,episode,True
Blue Flu,2021,TV-14,19 Aug 2021,8,3,21 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Michael Schur, Carol Kolb","Andy Samberg, Stephanie Beatriz, Terry Crews",Captain Holt and Amy manage an understaffed precinct; Jake and Charles investigate.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjFkNzFlOTYtYjc4ZS00Mjk3LWJhMWEtMjg2MTFmNTc1NjAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,3105,tt13829416,tt2467372,episode,True
Balancing,2021,TV-14,19 Aug 2021,8,4,21 min,"Comedy, Crime",Daniella Eisman,"Dan Goor, Michael Schur, Evan Susser","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Amy create a system to balance work and childcare; Rosa gets a new houseguest.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmMwYmM0NDAtODAwMy00YjA3LWJmZDItMmUwMTg4MTIxY2ZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,2771,tt13829424,tt2467372,episode,True
PB&J,2021,TV-14,26 Aug 2021,8,5,20 min,"Comedy, Crime",Gail Mancuso,"Dan Goor, Michael Schur, Lamar Woods","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake takes an old friend for a ride.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmMxNjQxOTMtNzRlMS00N2RhLWEyZDQtM2U1ZTZmOTZjNGYxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2954,tt13829430,tt2467372,episode,True
The Set Up,2021,TV-14,26 Aug 2021,8,6,21 min,"Comedy, Crime",Maggie Carey,"Dan Goor, Michael Schur, Jess Dweck","Andy Samberg, Stephanie Beatriz, Terry Crews","When the FBI takes over a high-profile case, Jake keeps digging; Amy and Rosa negotiate with O'Sullivan and the police union.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ3MmM5MWItYmZmNS00M2UwLTg3NDYtYTMzM2UyZTUwNmYyXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,3047,tt13842130,tt2467372,episode,True
Game of Boyles,2021,TV-14,02 Sep 2021,8,7,22 min,"Comedy, Crime",Thembi Banks,"Dan Goor, Michael Schur, Paul Welsh","Andy Samberg, Stephanie Beatriz, Terry Crews","Terry, Jake and Charles visit the Boyle Family Farm; Amy and Rosa help out Capt. Holt.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmRlNjFkYzItMGI4MS00ZTg1LWIwNTEtNTg0NDI5YjgwNGViXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2625,tt13842136,tt2467372,episode,True
Renewal,2021,TV-14,02 Sep 2021,8,8,21 min,"Comedy, Crime",Beth McCarthy-Miller,"Dan Goor, Michael Schur, Stephanie Amante-Ritter","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad comes together to work an important high-stakes case.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjdhOTY1NjUtMzc1Ny00OTBlLWJmNmMtNDQxYmI1NGE5OGQ0XkEyXkFqcGdeQXVyMzQzNDEyNzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2364,tt13842142,tt2467372,episode,True
The Last Day Pt 1,2021,TV-14,16 Sep 2021,8,9,22 min,"Comedy, Crime",Linda Mendoza,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad takes stock of their eight years together and look towards their future.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjgxN2NmMmMtMWJiMC00Y2Q3LThmOTMtZDJjMGVkZGQ1ZGNiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,3984,tt13842150,tt2467372,episode,True
The Last Day Pt 2,2021,TV-14,16 Sep 2021,8,10,25 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Marcy Jarreau, April Korto Quioh","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad takes stock of their eight years together and look towards their future.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjdmMWNkZTQtNGM2MS00YmI3LTgzMzktZjlhZTAyYWYxNjk0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,5975,tt13842152,tt2467372,episode,True
